frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8192,197056.870844,197056.870844,197056.870844,197056.870844,197056.870844,197056.870844
16,160034.342561,160034.342561,160034.342561,160034.342561,160034.342561,160034.342561
32,245739.544589,243867.439518,243867.439518,243867.439518,243867.439518,243867.439518
2048,139045.986486,139045.986486,139045.986486,139045.986486,139045.986486,139045.986486
8,111087.728908,111087.728908,111087.728908,111087.728908,111087.728908,111087.728908
4,242029.468088,242029.468088,242029.468088,242029.468088,242029.468088,242029.468088
4096,218452.634090,221339.052641,218452.634090,218452.634090,218452.634090,221339.052641
256,202425.518853,202425.518853,202425.518853,202425.518853,202425.518853,202425.518853
512,422093.498908,292899.267625,292899.267625,292899.267625,292899.267625,292899.267625
128,436711.014852,436711.014852,436711.014852,436711.014852,436711.014852,436711.014852
2,291982.922537,291982.922537,291982.922537,291982.922537,291982.922537,291982.922537
16384,829660.032414,829660.032414,829660.032414,829660.032414,829660.032414,829660.032414
64,323407.020448,252588.334972,252588.334972,252588.334972,252588.334972,252588.334972
1024,322986.974200,288438.817877,288438.817877,288438.817877,288438.817877,288438.817877
65536,356650.255602,356650.255602,356650.255602,356650.255602,356650.255602,356650.255602
32768,1095313.198834,1073842.354004,1073842.354004,1073842.354004,1073842.354004,1073842.354004
