arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time
24,2000.000000,800,240011904.642494,240011904.642494,240011904.642494,240011904.642494,240011904.642494,240011904.642494,240011904.642494,240011904.642494
24,500.000000,200,58858849.175764,58858849.175764,58858849.175764,58858849.175764,58858849.175764,58858849.175764,58858849.175764,58858849.175764
24,100.000000,50,9826445.105068,9826445.105068,9826445.105068,9826445.105068,9826445.105068,9826445.105068,9826445.105068,9826445.105068
24,8.500000,262144,32602139.498178,32392110.221862,32392110.221862,32392110.221862,32392110.221862,32392110.221862,32392110.221862,32392110.221862
24,9.800000,32768,44263220.064354,44263220.064354,44263220.064354,44263220.064354,44263220.064354,44263220.064354,44263220.064354,44263220.064354
24,12.400000,4096,64903648.775550,64903648.775550,64903648.775550,64903648.775550,64903648.775550,64903648.775550,64903648.775550,64903648.775550
24,18.900000,512,110968204.230511,110968204.230511,110968204.230511,110968204.230511,110968204.230511,110968204.230511,110968204.230511,110968204.230511
24,60.000000,24,163666766.772837,164403513.121967,164914767.949448,165908496.053995,166025531.531787,166830364.227000,166796780.275048,165987515.258837
24,60.000000,18,163957883.208872,164796021.241026,166454455.966267,167548105.683719,167547818.778343,167548144.650400,167548145.674396,167548144.650400
24,60.000000,12,168557462.379601,168566781.351974,168566781.351974,168566781.351974,168566781.351974,168566781.351974,168566781.351974,168566781.351974
24,56.300000,64,168267044.636647,168267044.636647,168267044.636647,168267044.636647,168267044.636647,168267044.636647,168267044.636647,168267044.636647
