frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,129401.121912,129401.121912,129401.121912,129401.121912,129401.121912,129401.121912
8,190254.582555,190254.582555,190254.582555,190254.582555,190254.582555,190254.582555
32,521215.866533,521215.866533,521215.866533,521215.866533,521215.866533,521215.866533
128,520017.246152,520029.791999,520029.791999,520029.791999,520029.791999,520029.791999
64,662549.863709,662490.754982,662490.754982,662490.754982,662490.754982,662490.754982
4,623270.446823,623270.446823,623270.446823,623270.446823,623270.446823,623270.446823
16,570021.246409,570021.246409,570021.246409,570021.246409,570021.246409,570021.246409
1024,1157583.886953,1158115.872395,1158115.872395,1158115.872395,1158115.872395,1158115.872395
32768,588356.560990,588034.770040,588034.770040,588034.770040,588034.770040,588034.770040
4096,1223400.271694,1223400.271694,1223400.271694,1223400.271694,1223400.271694,1223400.271694
2048,1079795.960177,1085611.095946,1085611.095946,1085611.095946,1085611.095946,1085611.095946
512,1460831.466494,1460831.466494,1460831.466494,1460831.466494,1460831.466494,1460804.752506
8192,1135989.390871,1137712.667732,1137712.667732,1137712.667732,1137818.092658,1137712.667732
16384,1738538.398993,1751252.765866,1751252.765866,1751252.765866,1751252.765866,1751252.765866
256,1378759.541238,1378759.541238,1378759.541238,1378759.541238,1378759.541238,1378759.541238
65536,3028432.717700,3050425.143985,3050425.143985,3050425.143985,3050425.143985,3050425.143985
