frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
256,59765.410665,59765.410665,59765.410665,59765.410665,59765.410665,59765.410665,19363.000000,19363.000000,19363.000000,19363.000000,19363.000000,19363.000000
2,115651.861014,115651.861014,115651.861014,115651.861014,115651.861014,115651.861014,85133.000000,85133.000000,85133.000000,85133.000000,85133.000000,85133.000000
32768,174087.079589,174067.719000,174067.719000,174067.719000,174067.719000,174067.719000,70455.000000,70455.000000,70455.000000,70455.000000,70455.000000,70455.000000
4,143938.023312,143938.023312,143938.023312,143938.023312,143938.023312,143938.023312,110136.000000,110136.000000,110136.000000,110136.000000,110136.000000,110136.000000
2048,89012.396159,89012.396159,89012.396159,89012.396159,89012.396159,89012.396159,35629.000000,35629.000000,35629.000000,35629.000000,35629.000000,35629.000000
8,260663.824772,200321.927225,200321.927225,200321.927225,200321.927225,200321.927225,76306.000000,141484.000000,141484.000000,141484.000000,141484.000000,141484.000000
16384,159378.828905,159378.828905,159378.828905,159378.828905,159378.828905,159378.828905,84517.000000,84517.000000,84517.000000,84517.000000,84517.000000,84517.000000
512,146896.542519,146896.542519,146896.542519,146896.542519,146896.542519,146896.542519,67784.000000,67784.000000,67784.000000,67784.000000,67784.000000,67784.000000
4096,176500.101045,176500.101045,176500.101045,176500.101045,176500.101045,176500.101045,80881.000000,80881.000000,80881.000000,80881.000000,80881.000000,80881.000000
32,257320.449621,257320.449621,257320.449621,257320.449621,257320.449621,257320.449621,200795.000000,200795.000000,200795.000000,200795.000000,200795.000000,200795.000000
65536,314248.841525,314248.841525,314248.841525,314248.841525,314248.841525,314248.841525,141700.000000,141700.000000,141700.000000,141700.000000,141700.000000,141700.000000
8192,327677.851119,327677.851119,327677.851119,327677.851119,327677.851119,327677.851119,225362.000000,225362.000000,225362.000000,225362.000000,225362.000000,225362.000000
16,279589.315393,279589.315393,279589.315393,279589.315393,279589.315393,279589.315393,232394.000000,232394.000000,232394.000000,232394.000000,232394.000000,232394.000000
1024,351385.642779,351385.642779,351385.642779,351385.642779,351385.642779,351385.642779,201481.000000,201481.000000,201481.000000,201481.000000,201481.000000,201481.000000
128,799945.617654,398097.777071,398097.777071,398097.777071,398097.777071,398097.777071,224922.000000,247240.000000,247240.000000,247240.000000,247240.000000,247240.000000
64,350564.862623,350564.862623,350564.862623,350564.862623,350564.862623,350564.862623,297712.000000,297712.000000,297712.000000,297712.000000,297712.000000,297712.000000
