time_slot,executed_job_id
375,5
376,5
377,5
378,5
379,5
380,5
381,5
382,5
383,5
384,11
385,11
386,11
387,11
388,11
389,11
390,11
391,11
392,11
393,11
394,11
395,11
396,11
397,11
398,11
399,11
400,11
401,11
402,11
403,11
404,11
405,12
406,12
407,12
408,12
409,12
410,12
411,12
412,13
413,13
414,13
415,13
416,13
417,13
418,12
419,12
420,12
421,12
422,12
423,12
424,13
425,13
426,13
427,13
428,13
429,13
430,13
431,13
432,11
433,11
434,11
435,11
436,11
437,11
438,14
439,14
440,14
441,14
442,14
443,14
444,14
445,14
446,14
447,14
448,14
449,14
450,14
451,14
452,11
453,11
454,11
455,13
456,14
457,14
458,14
459,14
460,14
461,14
462,14
463,14
464,14
465,14
466,14
467,14
468,14
469,14
470,14
471,14
472,5
473,5
474,5
475,5
476,5
477,5
478,5
479,5
480,5
481,5
482,5
483,5
484,8
485,8
486,8
487,8
488,15
489,15
490,15
491,15
492,15
493,15
494,15
495,15
496,15
497,15
498,15
499,15
500,15
501,15
502,15
503,15
504,15
505,15
506,15
507,15
508,15
509,15
510,15
511,15
512,15
513,15
514,15
515,15
516,15
517,15
518,8
519,8
520,8
521,8
522,8
523,8
524,8
525,9
526,9
527,9
528,9
529,9
530,9
531,9
532,9
533,9
534,9
535,9
536,9
537,9
538,9
539,9
540,9
541,9
542,9
543,9
544,9
545,9
546,9
547,9
548,9
549,16
550,16
551,16
552,16
553,16
554,16
555,16
556,16
557,16
558,17
559,17
560,17
561,17
562,17
563,17
564,16
565,16
566,16
567,16
568,16
569,17
570,17
571,17
572,17
573,17
574,17
575,17
576,17
577,16
578,16
579,16
580,16
581,16
582,18
583,18
584,18
585,18
586,18
587,18
588,18
589,18
590,18
591,18
592,18
593,18
594,18
595,18
596,16
597,16
598,16
599,16
600,16
601,16
602,16
603,16
604,16
605,16
606,16
607,17
608,18
609,18
610,18
611,18
612,18
613,18
614,18
615,18
616,18
617,18
618,18
619,9
620,9
621,9
622,9
623,9
624,9
625,9
626,9
627,10
628,10
629,10
630,10
631,10
632,10
633,10
634,19
635,19
636,19
637,19
638,19
639,19
640,19
641,19
642,19
643,19
644,19
645,19
646,19
647,19
648,19
649,19
650,19
651,19
652,19
653,19
654,19
655,19
656,19
657,19
658,19
659,19
660,19
661,19
662,19
663,19
664,10
665,10
666,10
667,10
668,10
669,11
670,11
671,11
672,11
673,11
674,11
675,11
676,11
677,11
678,11
679,11
680,11
681,11
682,11
683,11
684,11
685,11
686,11
687,11
688,11
689,20
690,20
691,20
692,20
693,20
694,20
695,20
696,20
697,20
698,20
699,20
700,20
701,20
702,20
703,20
704,20
705,20
706,20
707,20
708,20
709,20
710,20
711,20
712,11
713,11
714,11
715,11
716,11
717,11
718,21
719,21
720,21
721,21
722,21
723,21
724,21
725,21
726,21
727,21
728,21
729,21
730,21
731,21
732,21
733,21
734,21
735,21
736,21
737,21
738,21
739,21
740,21
741,21
742,21
743,21
744,21
745,11
746,11
747,11
748,11
749,11
750,11
751,14
752,14
753,14
754,14
755,22
756,22
757,22
758,22
759,22
760,22
761,22
762,22
763,22
764,22
765,22
766,22
767,22
768,22
769,22
770,22
771,22
772,22
773,22
774,22
775,22
776,22
777,22
778,22
779,22
780,22
781,22
782,22
783,22
784,22
785,14
786,14
787,15
788,15
789,15
790,15
791,15
792,15
793,15
794,15
795,15
796,15
797,15
798,15
799,15
800,15
801,15
802,15
803,15
804,15
805,15
806,15
807,15
808,15
809,15
810,15
811,15
812,15
813,15
814,15
815,15
816,15
817,15
818,19
819,19
820,19
821,19
822,19
823,22
824,22
825,22
826,22
827,22
828,22
829,3
830,3
831,23
832,23
833,23
834,23
835,23
836,23
837,23
838,23
839,23
840,23
841,23
842,23
843,23
844,23
845,23
846,23
847,23
848,23
849,23
850,23
851,23
852,23
853,23
854,23
855,23
856,23
857,3
858,3
859,3
860,3
861,3
862,3
863,3
864,3
865,3
866,24
867,24
868,24
869,24
870,24
871,24
872,24
873,24
874,24
875,24
876,24
877,24
878,24
879,24
880,25
881,25
882,26
883,26
884,25
885,25
886,25
887,25
888,26
889,26
890,26
891,26
892,25
893,25
894,25
895,25
896,25
897,25
898,25
899,25
900,26
901,26
902,26
903,26
904,26
905,26
906,26
907,26
908,24
909,24
910,24
911,24
912,24
913,24
914,24
915,24
916,24
917,24
918,24
919,24
920,24
921,24
922,24
923,24
924,25
925,25
926,25
927,25
928,25
929,25
930,25
931,25
932,25
933,25
934,26
935,26
936,26
937,26
938,26
939,26
940,24
941,24
942,24
943,24
944,24
945,24
946,24
947,24
948,24
949,24
950,24
951,24
952,24
953,24
954,27
955,27
956,27
957,27
958,27
959,28
960,28
961,27
962,28
963,28
964,28
965,28
966,27
967,27
968,27
969,27
970,27
971,27
972,27
973,27
974,28
975,28
976,28
977,28
978,28
979,28
980,28
981,28
982,27
983,27
984,27
985,27
986,27
987,27
988,27
989,27
990,29
991,29
992,29
993,29
994,29
995,29
996,29
997,29
998,29
999,29
1000,29
1001,29
1002,29
1003,29
1004,27
1005,27
1006,27
1007,27
1008,27
1009,27
1010,27
1011,27
1012,28
1013,28
1014,28
1015,28
1016,28
1017,28
1018,28
1019,28
1020,28
1021,28
1022,28
1023,29
1024,29
1025,29
1026,29
1027,29
1028,29
1029,29
1030,29
1031,29
1032,29
1033,29
1034,29
1035,29
1036,29
1037,29
1038,29
1039,30
1040,30
1041,30
1042,30
1043,30
1044,30
1045,30
1046,30
1047,30
1048,30
1049,30
1050,30
1051,30
1052,30
1053,30
1054,30
1055,30
1056,30
1057,30
1058,30
1059,30
1060,30
1061,30
1062,30
1063,24
1064,24
1065,24
1066,24
1067,24
1068,24
1069,24
1070,24
1071,24
1072,24
1073,24
1074,24
1075,24
1076,24
1077,24
1078,24
1079,24
1080,24
1081,27
1082,27
1083,27
1084,27
1085,27
1086,27
1087,27
1088,27
1089,27
1090,27
1091,27
1092,27
1093,27
1094,27
1095,27
1096,27
1097,27
1098,27
1099,27
1100,27
1101,27
1102,27
1103,27
1104,27
1105,27
1106,27
1107,27
1108,27
1109,29
1110,29
1111,29
1112,29
1113,29
1114,31
1115,31
1116,31
1117,31
1118,32
1119,32
1120,31
1121,31
1122,32
1123,33
1124,33
1125,32
1126,32
1127,32
1128,33
1129,33
1130,33
1131,33
1132,31
1133,31
1134,31
1135,31
1136,31
1137,31
1138,31
1139,31
1140,32
1141,32
1142,32
1143,32
1144,32
1145,32
1146,32
1147,34
1148,34
1149,34
1150,34
1151,34
1152,34
1153,32
1154,33
1155,33
1156,33
1157,33
1158,33
1159,33
1160,33
1161,33
1162,34
1163,34
1164,34
1165,34
1166,34
1167,34
1168,34
1169,34
1170,31
1171,31
1172,31
1173,31
1174,31
1175,31
1176,31
1177,31
1178,31
1179,31
1180,31
1181,31
1182,31
1183,31
1184,31
1185,31
1186,32
1187,32
1188,32
1189,32
1190,32
1191,32
1192,32
1193,32
1194,32
1195,32
1196,32
1197,32
1198,32
1199,32
1200,32
1201,33
1202,33
1203,33
1204,33
1205,34
1206,34
1207,29
1208,29
1209,35
1210,35
1211,35
1212,35
1213,35
1214,35
1215,35
1216,35
1217,35
1218,35
1219,35
1220,35
1221,35
1222,35
1223,35
1224,35
1225,35
1226,35
1227,35
1228,35
1229,35
1230,35
1231,35
1232,35
1233,35
1234,35
1235,35
1236,35
1237,35
1238,35
1239,29
1240,29
1241,29
1242,29
1243,29
1244,29
1245,29
1246,31
1247,31
1248,31
1249,31
1250,31
1251,31
1252,31
1253,31
1254,31
1255,31
1256,31
1257,31
1258,31
1259,31
1260,31
1261,35
1262,35
1263,35
1264,35
1265,35
1266,35
1267,35
1268,35
1269,35
1270,35
1271,35
1272,35
1273,35
1274,35
1275,35
1276,35
1277,35
1278,35
1279,35
1280,35
1281,35
1282,35
1283,35
1284,35
1285,35
1286,35
1287,35
1288,35
1289,35
1290,35
1291,35
1292,35
1293,3
1294,3
1295,3
1296,3
1297,3
1298,3
1299,3
1300,3
1301,3
1302,3
1303,3
1304,9
1305,9
1306,9
1307,9
1308,9
1309,9
1310,9
1311,9
1312,9
1313,9
1314,9
1315,9
1316,9
1317,9
1318,9
1319,9
1320,9
1321,9
1322,9
1323,36
1324,36
1325,36
1326,36
1327,36
1328,36
1329,36
1330,36
1331,36
1332,36
1333,36
1334,36
1335,36
1336,36
1337,36
1338,36
1339,36
1340,36
1341,36
1342,36
1343,36
1344,36
1345,36
1346,36
1347,36
1348,36
1349,36
1350,36
1351,9
1352,9
1353,9
1354,9
1355,9
1356,9
1357,9
1358,9
1359,9
1360,9
1361,9
1362,9
1363,9
1364,9
1365,9
1366,9
1367,9
1368,9
1369,9
1370,9
1371,9
1372,9
1373,9
1374,9
1375,9
1376,9
1377,9
1378,9
1379,9
1380,9
1381,9
1382,9
1383,9
1384,9
1385,9
1386,9
1387,9
1388,9
1389,9
1390,9
1391,9
1392,9
1393,9
1394,9
1395,9
1396,11
1397,11
1398,15
1399,15
1400,15
1401,15
1402,15
1403,15
1404,15
1405,15
1406,15
1407,15
1408,15
1409,15
1410,15
1411,15
1412,15
1413,15
1414,15
1415,15
1416,15
1417,37
1418,37
1419,37
1420,37
1421,37
1422,37
1423,37
1424,37
1425,37
1426,37
1427,37
1428,37
1429,37
1430,37
1431,37
1432,37
1433,15
1434,15
1435,15
1436,15
1437,15
1438,15
1439,15
1440,15
1441,15
1442,15
1443,15
1444,15
1445,15
1446,15
1447,15
1448,15
1449,15
1450,15
1451,15
1452,15
1453,15
1454,38
1455,38
1456,38
1457,38
1458,38
1459,38
1460,38
1461,38
1462,38
1463,38
1464,39
1465,39
1466,40
1467,40
1468,39
1469,39
1470,39
1471,39
1472,40
1473,40
1474,40
1475,40
1476,38
1477,38
1478,38
1479,38
1480,39
1481,39
1482,39
1483,41
1484,41
1485,41
1486,42
1487,42
1488,41
1489,41
1490,41
1491,42
1492,42
1493,42
1494,42
1495,43
1496,43
1497,43
1498,44
1499,44
1500,43
1501,43
1502,43
1503,44
1504,44
1505,44
1506,44
1507,39
1508,39
1509,39
1510,39
1511,39
1512,40
1513,40
1514,40
1515,40
1516,40
1517,40
1518,40
1519,40
1520,41
1521,41
1522,41
1523,41
1524,41
1525,41
1526,41
1527,41
1528,42
1529,42
1530,42
1531,42
1532,42
1533,42
1534,42
1535,42
1536,43
1537,43
1538,43
1539,43
1540,43
1541,43
1542,43
1543,43
1544,44
1545,44
1546,44
1547,44
1548,44
1549,44
1550,44
1551,44
1552,39
1553,39
1554,39
1555,39
1556,39
1557,39
1558,39
1559,39
1560,39
1561,39
1562,39
1563,39
1564,39
1565,39
1566,39
1567,39
1568,40
1569,40
1570,40
1571,40
1572,40
1573,45
1574,45
1575,45
1576,45
1577,45
1578,45
1579,45
1580,45
1581,45
1582,45
1583,45
1584,45
1585,45
1586,45
1587,40
1588,40
1589,40
1590,40
1591,46
1592,46
1593,46
1594,46
1595,47
1596,47
1597,46
1598,46
1599,47
1600,47
1601,47
1602,47
1603,46
1604,46
1605,46
1606,46
1607,46
1608,46
1609,46
1610,46
1611,47
1612,47
1613,47
1614,47
1615,47
1616,47
1617,47
1618,40
1619,40
1620,40
1621,40
1622,41
1623,41
1624,41
1625,41
1626,41
1627,41
1628,41
1629,41
1630,41
1631,41
1632,41
1633,41
1634,41
1635,41
1636,41
1637,41
1638,42
1639,42
1640,42
1641,42
1642,42
1643,42
1644,42
1645,42
1646,42
1647,42
1648,42
1649,42
1650,42
1651,42
1652,42
1653,42
1654,43
1655,43
1656,43
1657,43
1658,43
1659,43
1660,43
1661,43
1662,43
1663,43
1664,43
1665,43
1666,43
1667,43
1668,43
1669,43
1670,44
1671,44
1672,44
1673,44
1674,45
1675,45
1676,45
1677,45
1678,45
1679,45
1680,45
1681,45
1682,45
1683,45
1684,45
1685,45
1686,45
1687,45
1688,45
1689,45
1690,46
1691,48
1692,48
1693,48
1694,48
1695,49
1696,49
1697,48
1698,48
1699,49
1700,49
1701,49
1702,49
1703,48
1704,48
1705,48
1706,48
1707,48
1708,48
1709,48
1710,48
1711,49
1712,49
1713,49
1714,49
1715,49
1716,49
1717,49
1718,49
1719,48
1720,48
1721,49
1722,49
1723,49
1724,49
1725,49
1726,49
1727,49
1728,49
1729,49
1730,49
1731,49
1732,49
1733,49
1734,49
1735,49
1736,49
1737,39
1738,39
1739,39
1740,39
1741,39
1742,39
1743,39
1744,39
1745,39
1746,39
1747,39
1748,39
1749,39
1750,39
1751,39
1752,39
1753,39
1754,39
1755,39
1756,39
1757,39
1758,39
1759,39
1760,39
1761,39
1762,39
1763,39
1764,39
1765,39
1766,39
1767,50
1768,50
1769,50
1770,50
1771,50
1772,50
1773,50
1774,50
1775,50
1776,50
1777,50
1778,50
1779,50
1780,50
1781,50
1782,51
1783,51
1784,51
1785,51
1786,51
1787,52
1788,52
1789,51
1790,52
1791,52
1792,52
1793,52
1794,51
1795,53
1796,53
1797,53
1798,53
1799,53
1800,53
1801,51
1802,51
1803,51
1804,51
1805,51
1806,51
1807,51
1808,52
1809,52
1810,52
1811,52
1812,52
1813,52
1814,52
1815,52
1816,53
1817,53
1818,53
1819,53
1820,53
1821,53
1822,53
1823,53
1824,50
1825,50
1826,50
1827,50
1828,50
1829,51
1830,51
1831,51
1832,51
1833,51
1834,51
1835,51
1836,51
1837,51
1838,51
1839,51
1840,51
1841,54
1842,54
1843,54
1844,54
1845,54
1846,54
1847,54
1848,54
1849,54
1850,54
1851,54
1852,54
1853,54
1854,54
1855,51
1856,51
1857,51
1858,51
1859,52
1860,52
1861,52
1862,52
1863,52
1864,52
1865,52
1866,52
1867,52
1868,52
1869,52
1870,52
1871,53
1872,53
1873,53
1874,53
1875,53
1876,53
1877,53
1878,53
1879,53
1880,53
1881,53
1882,53
1883,53
1884,53
1885,53
1886,53
1887,54
1888,54
1889,54
1890,54
1891,54
1892,54
1893,54
1894,39
1895,39
1896,41
1897,41
1898,41
1899,41
1900,41
1901,41
1902,41
1903,41
1904,41
1905,41
1906,41
1907,41
1908,41
1909,41
1910,41
1911,41
1912,41
1913,41
1914,41
1915,41
1916,41
1917,41
1918,42
1919,42
1920,42
1921,42
1922,42
1923,42
1924,42
1925,42
1926,42
1927,55
1928,55
1929,55
1930,55
1931,55
1932,55
1933,55
1934,55
1935,55
1936,55
1937,55
1938,55
1939,55
1940,55
1941,55
1942,55
1943,55
1944,55
1945,55
1946,55
1947,55
1948,55
1949,55
1950,55
1951,55
1952,55
1953,55
1954,55
1955,55
1956,56
1957,56
1958,56
1959,56
1960,56
1961,56
1962,57
1963,57
1964,57
1965,57
1966,57
1967,57
1968,56
1969,56
1970,56
1971,56
1972,56
1973,56
1974,56
1975,56
1976,57
1977,57
1978,57
1979,57
1980,57
1981,57
1982,57
1983,57
1984,55
1985,56
1986,56
1987,56
1988,56
1989,56
1990,57
1991,57
1992,57
1993,57
1994,57
1995,57
1996,57
1997,57
1998,57
1999,57
2000,57
2001,57
2002,57
2003,57
2004,57
2005,57
2006,42
2007,42
2008,42
2009,42
2010,42
2011,43
2012,43
2013,58
2014,58
2015,58
2016,58
2017,58
2018,58
2019,58
2020,58
2021,58
2022,58
2023,58
2024,58
2025,58
2026,58
2027,58
2028,58
2029,58
2030,43
2031,45
2032,45
2033,45
2034,45
2035,59
2036,59
2037,59
2038,59
2039,59
2040,59
2041,59
2042,59
2043,59
2044,59
2045,59
2046,59
2047,59
2048,59
2049,59
2050,59
2051,59
2052,59
2053,59
2054,59
2055,59
2056,59
2057,59
2058,59
2059,59
2060,59
2061,60
2062,60
2063,60
2064,60
2065,60
2066,60
2067,60
2068,60
2069,60
2070,60
2071,60
2072,60
2073,60
2074,60
2075,59
2076,59
2077,59
2078,59
2079,60
2080,60
2081,60
2082,60
2083,60
2084,60
2085,60
2086,60
2087,60
2088,45
2089,45
2090,45
2091,45
2092,45
2093,45
2094,45
2095,61
2096,61
2097,61
2098,61
2099,61
2100,61
2101,61
2102,61
2103,61
2104,61
2105,61
2106,61
2107,61
2108,61
2109,61
2110,61
2111,61
2112,61
2113,61
2114,61
2115,61
2116,61
2117,61
2118,61
2119,61
2120,61
2121,61
2122,61
2123,61
2124,61
2125,45
2126,45
2127,45
2128,45
2129,45
2130,45
2131,45
2132,45
2133,45
2134,49
2135,49
2136,49
2137,49
2138,49
2139,49
2140,49
2141,49
2142,49
2143,49
2144,49
2145,49
2146,49
2147,62
2148,62
2149,62
2150,62
2151,62
2152,62
2153,62
2154,62
2155,62
2156,62
2157,62
2158,62
2159,62
2160,62
2161,62
2162,62
2163,62
2164,62
2165,62
2166,49
2167,49
2168,49
2169,49
2170,49
2171,49
2172,49
2173,49
2174,49
2175,49
2176,49
2177,49
2178,49
2179,49
2180,49
2181,49
2182,49
2183,49
2184,49
2185,51
2186,51
2187,51
2188,51
2189,51
2190,51
2191,51
2192,51
2193,51
2194,51
2195,51
2196,51
2197,51
2198,51
2199,51
2200,51
2201,51
2202,51
2203,51
2204,51
2205,51
2206,51
2207,51
2208,51
2209,51
2210,51
2211,51
2212,51
2213,51
2214,63
2215,63
2216,63
2217,63
2218,63
2219,63
2220,63
2221,63
2222,63
2223,63
2224,63
2225,63
2226,63
2227,63
2228,63
2229,63
2230,63
2231,63
2232,63
2233,63
2234,63
2235,63
2236,51
2237,51
2238,51
2239,53
2240,53
2241,53
2242,53
2243,53
2244,53
2245,53
2246,53
2247,53
2248,53
2249,53
2250,53
2251,53
2252,53
2253,53
2254,53
2255,53
2256,53
2257,53
2258,64
2259,64
2260,64
2261,64
2262,64
2263,64
2264,64
2265,64
2266,64
2267,64
2268,64
2269,64
2270,64
2271,64
2272,64
2273,64
2274,64
2275,64
2276,64
2277,64
2278,64
2279,64
2280,64
2281,64
2282,64
2283,64
2284,64
2285,64
2286,64
2287,53
2288,53
2289,53
2290,65
2291,65
2292,65
2293,65
2294,65
2295,65
2296,65
2297,65
2298,65
2299,65
2300,65
2301,65
2302,65
2303,66
2304,66
2305,66
2306,66
2307,66
2308,66
2309,65
2310,66
2311,66
2312,66
2313,66
2314,66
2315,66
2316,66
2317,66
2318,65
2319,65
2320,66
2321,66
2322,66
2323,66
2324,66
2325,66
2326,66
2327,66
2328,53
2329,53
2330,53
2331,53
2332,53
2333,53
2334,53
2335,53
2336,53
2337,53
2338,55
2339,55
2340,57
2341,57
2342,57
2343,57
2344,57
2345,57
2346,57
2347,57
2348,57
2349,57
2350,57
2351,57
2352,57
2353,57
2354,57
2355,57
2356,57
2357,57
2358,57
2359,57
2360,57
2361,57
2362,57
2363,57
2364,57
2365,57
2366,57
2367,57
2368,57
2369,57
2370,57
2371,57
2372,59
2373,59
2374,59
2375,59
2376,59
2377,59
2378,59
2379,59
2380,59
2381,59
2382,59
2383,59
2384,59
2385,59
2386,59
2387,59
2388,59
2389,59
2390,59
2391,67
2392,67
2393,67
2394,67
2395,67
2396,67
2397,67
2398,67
2399,67
2400,67
2401,67
2402,67
2403,67
2404,67
2405,67
2406,67
2407,67
2408,67
2409,67
2410,67
2411,67
2412,67
2413,67
2414,67
2415,67
2416,67
2417,67
2418,67
2419,67
2420,67
2421,59
2422,59
2423,59
2424,59
2425,59
2426,59
2427,59
2428,59
2429,59
2430,59
2431,59
2432,59
2433,59
2434,61
2435,61
2436,61
2437,61
2438,61
2439,61
2440,61
2441,61
2442,61
2443,61
2444,61
2445,61
2446,61
2447,61
2448,61
2449,61
2450,61
2451,61
2452,61
2453,61
2454,61
2455,61
2456,61
2457,61
2458,61
2459,61
2460,61
2461,61
2462,61
2463,61
2464,61
2465,61
2466,67
2467,67
2468,67
2469,67
2470,67
2471,67
2472,67
2473,67
2474,67
2475,67
2476,67
2477,67
2478,67
2479,67
2480,67
2481,67
2482,67
2483,67
2484,67
2485,67
2486,67
2487,15
2488,15
2489,15
2490,15
2491,15
2492,15
2493,15
2494,15
2495,15
2496,15
2497,15
2498,15
2499,15
2500,68
2501,68
2502,68
2503,68
2504,68
2505,68
2506,68
2507,69
2508,69
2509,69
2510,69
2511,69
2512,69
2513,68
2514,68
2515,68
2516,68
2517,68
2518,68
2519,68
2520,69
2521,69
2522,69
2523,69
2524,69
2525,69
2526,69
2527,69
2528,68
2529,68
2530,69
2531,15
2532,15
2533,15
2534,15
2535,15
2536,15
2537,15
2538,15
2539,24
2540,24
2541,24
2542,70
2543,70
2544,70
2545,70
2546,70
2547,70
2548,70
2549,70
2550,70
2551,70
2552,70
2553,70
2554,70
2555,70
2556,24
2557,24
2558,24
2559,24
2560,24
2561,24
2562,24
2563,71
2564,71
2565,71
2566,71
2567,71
2568,71
2569,71
2570,71
2571,71
2572,71
2573,71
2574,71
2575,71
2576,71
2577,71
2578,71
2579,71
2580,71
2581,71
2582,71
2583,71
2584,71
2585,71
2586,71
2587,71
2588,71
2589,24
2590,24
2591,24
2592,24
2593,24
2594,24
2595,24
2596,24
2597,24
2598,24
2599,24
2600,24
2601,24
2602,72
2603,72
2604,72
2605,72
2606,72
2607,72
2608,72
2609,72
2610,72
2611,72
2612,72
2613,72
2614,72
2615,72
2616,72
2617,72
2618,72
2619,24
2620,24
2621,24
2622,24
2623,24
2624,24
2625,24
2626,24
2627,24
2628,24
2629,24
2630,24
2631,24
2632,24
2633,24
2634,24
2635,24
2636,24
2637,24
2638,24
2639,24
2640,24
2641,24
2642,24
2643,24
2644,24
2645,24
2646,24
2647,73
2648,73
2649,73
2650,73
2651,73
2652,73
2653,73
2654,73
2655,73
2656,73
2657,73
2658,73
2659,73
2660,73
2661,73
2662,73
2663,73
2664,73
2665,74
2666,74
2667,74
2668,74
2669,74
2670,74
2671,74
2672,74
2673,74
2674,74
2675,74
2676,74
2677,74
2678,74
2679,73
2680,73
2681,73
2682,73
2683,73
2684,73
2685,73
2686,73
2687,73
2688,73
2689,74
2690,74
2691,74
2692,74
2693,74
2694,74
2695,75
2696,75
2697,75
2698,75
2699,75
2700,75
2701,75
2702,75
2703,76
2704,76
2705,76
2706,76
2707,76
2708,76
2709,75
2710,75
2711,75
2712,75
2713,75
2714,75
2715,76
2716,76
2717,76
2718,76
2719,76
2720,76
2721,77
2722,77
2723,77
2724,77
2725,77
2726,77
2727,76
2728,76
2729,78
2730,78
2731,78
2732,78
2733,78
2734,78
2735,77
2736,77
2737,77
2738,77
2739,77
2740,77
2741,77
2742,77
2743,78
2744,78
2745,78
2746,78
2747,78
2748,79
2749,79
2750,79
2751,79
2752,79
2753,79
2754,78
2755,78
2756,78
2757,79
2758,79
2759,79
2760,79
2761,79
2762,79
2763,79
2764,79
2765,74
2766,74
2767,74
2768,75
2769,76
2770,76
2771,76
2772,76
2773,76
2774,76
2775,76
2776,76
2777,76
2778,77
2779,77
2780,78
2781,79
2782,79
2783,79
2784,80
2785,80
2786,80
2787,80
2788,80
2789,80
2790,80
2791,80
2792,81
2793,81
2794,81
2795,81
2796,81
2797,81
2798,80
2799,80
2800,80
2801,80
2802,80
2803,80
2804,81
2805,81
2806,81
2807,81
2808,81
2809,81
2810,81
2811,79
2812,79
2813,79
2814,79
2815,79
2816,79
2817,79
2818,24
2819,24
2820,24
2821,24
2822,24
2823,24
2824,82
2825,82
2826,82
2827,83
2828,83
2829,82
2830,82
2831,82
2832,83
2833,83
2834,83
2835,83
2836,82
2837,82
2838,82
2839,82
2840,82
2841,82
2842,82
2843,82
2844,83
2845,83
2846,83
2847,83
2848,83
2849,83
2850,83
2851,83
2852,82
2853,82
2854,82
2855,82
2856,82
2857,82
2858,82
2859,82
2860,82
2861,82
2862,82
2863,82
2864,82
2865,82
2866,82
2867,82
2868,83
2869,83
2870,83
2871,83
2872,83
2873,83
2874,83
2875,83
2876,83
2877,83
2878,83
2879,83
2880,83
2881,83
2882,83
2883,83
2884,82
2885,82
2886,82
2887,82
2888,82
2889,82
2890,82
2891,82
2892,82
2893,82
2894,82
2895,82
2896,82
2897,82
2898,82
2899,82
2900,82
2901,82
2902,82
2903,83
2904,84
2905,84
2906,84
2907,84
2908,84
2909,84
2910,84
2911,84
2912,84
2913,84
2914,84
2915,84
2916,84
2917,84
2918,84
2919,83
2920,83
2921,83
2922,83
2923,83
2924,83
2925,83
2926,83
2927,83
2928,83
2929,83
2930,83
2931,83
2932,83
2933,83
2934,83
2935,83
2936,83
2937,83
2938,83
2939,83
2940,83
2941,85
2942,85
2943,86
2944,86
2945,85
2946,85
2947,85
2948,85
2949,86
2950,86
2951,86
2952,86
2953,87
2954,87
2955,87
2956,87
2957,87
2958,87
2959,85
2960,85
2961,85
2962,85
2963,85
2964,85
2965,85
2966,85
2967,86
2968,86
2969,86
2970,88
2971,88
2972,88
2973,88
2974,88
2975,88
2976,86
2977,86
2978,86
2979,86
2980,86
2981,87
2982,87
2983,87
2984,87
2985,87
2986,87
2987,87
2988,87
2989,88
2990,88
2991,88
2992,88
2993,89
2994,89
2995,89
2996,89
2997,89
2998,89
2999,88
3000,88
3001,88
3002,88
3003,89
3004,89
3005,89
3006,89
3007,89
3008,89
