arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
26,100.000000,50,9501649.207312,9501649.207312,9501649.207312,9501649.207312,9501649.207312,9501649.207312,9501649.207312,9501649.207312
26,2000.000000,800,243297912.632514,243297912.632514,243297912.632514,243297912.632514,243297912.632514,243297912.632514,243297912.632514,243297912.632514
26,500.000000,200,58893348.089244,58893348.089244,58893348.089244,58893348.089244,58893348.089244,58893348.089244,58893348.089244,58893348.089244
26,8.500000,262144,26900438.227144,26586665.385156,26586665.385156,26586665.385156,26586665.385156,26586665.385156,26586665.385156,26586665.385156
26,9.800000,32768,37464519.288352,37003872.262454,37003872.262454,37003872.262454,37003872.262454,37003872.262454,37003872.262454,37003872.262454
26,12.400000,4096,57727845.882356,57727845.882356,57727845.882356,57727845.882356,57727845.882356,57727845.882356,57727845.882356,57727845.882356
26,18.900000,512,101172568.088128,101172568.088128,101172568.088128,101172568.088128,101172568.088128,101172568.088128,101172568.088128,101172568.088128
26,60.000000,24,149771757.779921,149110760.214148,148543180.658728,147743264.835732,147236414.075170,157207933.895503,156563693.208586,147069886.411299
26,60.000000,18,158030954.991646,159783758.601164,159991811.970920,160249379.512459,160249247.662237,160154372.876309,159829041.369235,160249392.630226
26,60.000000,12,159677626.305518,159677626.305518,159677626.305518,159677626.305518,159677626.305518,159677626.305518,159677626.305518,159677626.305518
26,56.300000,64,160198081.203523,160198081.203523,160198081.203523,160198081.203523,160198081.203523,160198081.203523,160198081.203523,160198081.203523
