arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
26,100.000000,50,9347004.026425,9347004.026425,9347004.026425,9347004.026425,9347004.026425,9347004.026425,9347004.026425,9347004.026425
26,500.000000,200,58763205.538105,58763205.538105,58763205.538105,58763205.538105,58763205.538105,58763205.538105,58763205.538105,58763205.538105
26,2000.000000,800,246708613.440889,246708613.440889,246708613.440889,246708613.440889,246708613.440889,246708613.440889,246708613.440889,246708613.440889
26,8.500000,262144,25968692.058632,25305038.743045,25305038.743045,25305038.743045,25305038.743045,25305038.743045,25305038.743045,25305038.743045
26,9.800000,32768,36426312.640285,36426312.640285,36426312.640285,36426312.640285,36426312.640285,36426312.640285,36426312.640285,36426312.640285
26,12.400000,4096,59567837.418713,59567837.418713,59567837.418713,59567837.418713,59567837.418713,59567837.418713,59567837.418713,59567837.418713
26,18.900000,512,102720582.417420,102720582.417420,102720582.417420,102720582.417420,102720582.417420,102720582.417420,102720582.417420,102720582.417420
26,60.000000,24,151496940.734785,151534592.335575,151494638.985367,152418192.675267,153230381.874516,157695700.497102,157347320.389281,153783982.725143
26,60.000000,18,157770012.691947,159859448.998279,160356272.055204,160356261.295807,160356163.208800,160260142.901963,159844757.875008,160356272.055204
26,60.000000,12,159502203.453811,159502203.453811,159502203.453811,159502203.453811,159502203.453811,159502203.453811,159502203.453811,159502203.453811
26,56.300000,64,158904968.373353,158904968.373353,158904968.373353,158904968.373353,158904968.373353,158904968.373353,158904968.373353,158904968.373353
