arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
32,100.000000,50,8830027.783519,8830027.783519,8830027.783519,8830027.783519,8830027.783519,8830027.783519,8830027.783519,8830027.783519
32,2000.000000,800,244291775.119905,244291775.119905,244291775.119905,244291775.119905,244291775.119905,244291775.119905,244291775.119905,244291775.119905
32,500.000000,200,59000137.897717,59000137.897717,59000137.897717,59000137.897717,59000137.897717,59000137.897717,59000137.897717,59000137.897717
32,8.500000,262144,19080894.378745,19106969.871289,19106969.871289,19106969.871289,19106969.871289,19106969.871289,19106969.871289,19106969.871289
32,9.800000,32768,27489442.078106,27168625.802307,27168625.802307,27168625.802307,27168625.802307,27168625.802307,27168625.802307,27168625.802307
32,12.400000,4096,45745285.206036,45420513.161842,45420513.161842,45420513.161842,45420513.161842,45420513.161842,45420513.161842,45420513.161842
32,18.900000,512,86450999.874772,86450999.874772,86450999.874772,86450999.874772,86450999.874772,86450999.874772,86450999.874772,86450999.874772
32,60.000000,24,127724761.217345,129355953.007970,131334112.952331,132098012.228747,132098012.228747,131931003.167823,131331479.902415,132098055.621325
32,60.000000,18,133368330.766081,133668028.348650,133668028.348650,133668028.348650,133668028.348650,133656249.871605,133594904.395885,133668028.348650
32,60.000000,12,131294263.491395,131294263.491395,131294263.491395,131294263.491395,131294263.491395,131294263.491395,131294263.491395,131294263.491395
32,56.300000,64,132020720.414110,132020720.414110,132020720.414110,132020720.414110,132020720.414110,132020720.414110,132020720.414110,132020720.414110
