frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
65536,289798.915907,289798.915907,289798.915907,289798.915907,289798.915907,289798.915907
64,177301.687595,177301.687595,177301.687595,177301.687595,177301.687595,177301.687595
8192,228004.487631,228004.487631,228004.487631,228004.487631,228004.487631,228004.487631
2,185646.187588,185646.187588,185646.187588,185646.187588,185646.187588,185646.187588
1024,447802.566363,447802.566363,447802.566363,447802.566363,447802.566363,447802.566363
32768,213376.741711,213376.741711,213376.741711,213376.741711,213376.741711,213376.741711
512,366694.725570,356370.633333,356370.633333,356370.633333,356370.633333,356370.633333
32,294274.397306,294274.397306,294274.397306,294274.397306,294274.397306,294274.397306
256,295675.062295,296067.024660,296067.024660,296067.024660,296067.024660,296067.024660
8,286200.162657,286200.162657,286200.162657,286200.162657,286200.162657,286200.162657
2048,616206.297431,616206.297431,616206.297431,616206.297431,616206.297431,616206.297431
4096,495667.884158,510073.115433,510073.115433,510073.115433,510073.115433,510073.115433
16384,710387.499817,710387.499817,710387.499817,710387.499817,710387.499817,710387.499817
16,529832.572947,534751.878465,534751.878465,534751.878465,534751.878465,534751.878465
4,543981.401026,543981.401026,543981.401026,543981.401026,543981.401026,543981.401026
128,523372.537002,523372.537002,523372.537002,523372.537002,523372.537002,523372.537002
