frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time,Dynamic_njobs100_mode1_max_flow_time,Dynamic_njobs100_mode2_max_flow_time,Dynamic_njobs100_mode3_max_flow_time,Dynamic_njobs100_mode4_max_flow_time,Dynamic_njobs100_mode5_max_flow_time,Dynamic_njobs100_mode6_max_flow_time,Dynamic_njobs100_mode7_max_flow_time
1024,456267.474239,456267.474239,456267.474239,456267.474239,456267.474239,456267.474239,456267.474239,83568.000000,83568.000000,83568.000000,83568.000000,83568.000000,83568.000000,83568.000000
128,26726.089145,26726.089145,26726.089145,26726.089145,26726.089145,26726.089145,26726.089145,18320.000000,18320.000000,18320.000000,18320.000000,18320.000000,18320.000000,18320.000000
16384,47609.737113,44220.983503,47609.737113,47609.737113,47609.737113,44220.983503,44220.983503,17392.000000,25706.000000,17392.000000,17392.000000,17392.000000,25706.000000,25706.000000
16,513284.624770,513284.624770,513284.624770,513284.624770,513284.624770,513284.624770,513284.624770,271116.000000,271116.000000,271116.000000,271116.000000,271116.000000,271116.000000,271116.000000
2048,623899.643342,623899.643342,623899.643342,623899.643342,623899.643342,623899.643342,623899.643342,75689.000000,75689.000000,75689.000000,75689.000000,75689.000000,75689.000000,75689.000000
256,397123.720188,397123.720188,397123.720188,397123.720188,397123.720188,397123.720188,397123.720188,69667.000000,69667.000000,69667.000000,69667.000000,69667.000000,69667.000000,69667.000000
2,24383.256612,24383.256612,24383.256612,24383.256612,24383.256612,24383.256612,24383.256612,15493.000000,15493.000000,15493.000000,15493.000000,15493.000000,15493.000000,15493.000000
32768,19023.737619,19023.737619,19023.737619,19023.737619,19023.737619,19023.737619,19023.737619,11040.000000,11040.000000,11040.000000,11040.000000,11040.000000,11040.000000,11040.000000
32,233834.685282,233834.685282,233834.685282,233834.685282,233834.685282,233834.685282,233834.685282,42861.000000,42861.000000,42861.000000,42861.000000,42861.000000,42861.000000,42861.000000
4096,23701.157292,23701.157292,23701.157292,23701.157292,23701.157292,23701.157292,23701.157292,14227.000000,14227.000000,14227.000000,14227.000000,14227.000000,14227.000000,14227.000000
4,237520.894725,237520.894725,237520.894725,237520.894725,237520.894725,237520.894725,237520.894725,44847.000000,44847.000000,44847.000000,44847.000000,44847.000000,44847.000000,44847.000000
512,36297.592083,36297.592083,25184.229927,25184.229927,36297.592083,25184.229927,25184.229927,18699.000000,18699.000000,18699.000000,18699.000000,18699.000000,18699.000000,18699.000000
64,9298.934455,9298.934455,9298.934455,9298.934455,9298.934455,9298.934455,9298.934455,4199.000000,4199.000000,4199.000000,4199.000000,4199.000000,4199.000000,4199.000000
65536,501804.912826,501804.912826,501804.912826,501804.912826,501804.912826,501804.912826,501804.912826,86224.000000,86224.000000,86224.000000,86224.000000,86224.000000,86224.000000,86224.000000
8192,298043.210059,298043.210059,298043.210059,298043.210059,298043.210059,298043.210059,298043.210059,77021.000000,77021.000000,77021.000000,77021.000000,77021.000000,77021.000000,77021.000000
8,8358.515598,8349.962874,8519.894600,8358.515598,8358.515598,9093.790739,8349.962874,4178.000000,4178.000000,2810.000000,4178.000000,4178.000000,4184.000000,4178.000000
