frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
4,286429.062796,286429.062796,286429.062796,286429.062796,286429.062796,286429.062796
65536,264212.244673,264212.244673,264212.244673,264212.244673,264212.244673,264212.244673
32,660597.783791,660597.783791,660597.783791,660597.783791,660597.783791,660597.783791
16,525114.397459,525114.397459,525114.397459,525114.397459,525114.397459,525114.397459
8,275587.614364,275587.614364,275587.614364,275587.614364,275587.614364,275587.614364
64,789799.567210,789799.567210,789799.567210,789799.567210,789799.567210,789799.567210
512,667485.224186,667485.224186,667485.224186,667485.224186,667485.224186,667485.224186
128,1121912.317819,1121912.317819,1121912.317819,1121912.317819,1121912.317819,1121912.317819
2048,1537104.911658,1537104.911658,1537104.911658,1537104.911658,1537104.911658,1537104.911658
1024,1135103.704635,1135103.704635,1135103.704635,1135103.704635,1135103.704635,1135103.704635
32768,692892.497585,692892.497585,692892.497585,692892.497585,692892.497585,692892.497585
16384,1869413.468245,1869413.468245,1869413.468245,1869413.468245,1869413.468245,1869413.468245
256,1252473.259293,1252473.259293,1252473.259293,1252473.259293,1252473.259293,1252473.259293
2,482113.816585,482113.816585,482113.816585,482113.816585,482113.816585,482113.816585
4096,1961744.843385,1961744.843385,1961744.843385,1961744.843385,1961744.843385,1961744.843385
8192,1781843.491356,1781843.491356,1781843.491356,1781843.491356,1781843.491356,1781843.491356
