frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,129332.681856,129332.681856,129332.681856,129332.681856,129332.681856,129332.681856
128,520021.028494,520021.028494,520021.028494,520021.028494,520021.028494,520021.028494
16,570005.436764,570005.436764,570005.436764,570005.436764,570005.436764,570005.436764
8,190236.298140,190236.298140,190236.298140,190236.298140,190236.298140,190236.298140
32,521197.568691,521197.568691,521197.568691,521197.568691,521197.568691,521197.568691
32768,588030.930601,588030.930601,588030.930601,588030.930601,588030.930601,588030.930601
64,662465.350330,662465.350330,662465.350330,662465.350330,662465.350330,662465.350330
2048,1085576.569110,1085576.569110,1085576.569110,1085576.569110,1085576.569110,1085576.569110
4096,1223399.679044,1223399.679044,1223399.679044,1223399.679044,1223399.679044,1223399.679044
8192,1137711.636491,1137711.636491,1137711.636491,1137711.636491,1137711.636491,1137711.636491
4,623223.666321,623223.666321,623223.666321,623223.666321,623223.666321,623223.666321
256,1378751.985011,1378751.985011,1378751.985011,1378751.985011,1378751.985011,1378751.985011
1024,1158086.647318,1158086.647318,1158086.647318,1158086.647318,1158086.647318,1158086.647318
512,1460782.192565,1460782.192565,1460782.192565,1460782.192565,1460782.192565,1460782.192565
16384,1751240.039818,1751240.039818,1751240.039818,1751240.039818,1751240.039818,1751240.039818
65536,3050414.617808,3050414.617808,3050414.617808,3050414.617808,3050414.617808,3050414.617808
