arrival_time,job_size
16,35
40,66
74,100
80,55
121,111
126,40
148,35
184,135
192,77
201,39
291,36
292,29
309,965
345,32
391,35
437,131
497,55
543,154
559,101
595,55
647,63
664,52
676,50
732,28
738,100
751,262
752,27
806,20
839,28
863,20
909,91
925,43
927,37
954,288
977,72
983,112
1003,43
1021,50
1059,74
1069,274
1080,70
1106,59
1107,54
1115,425
1150,78
1170,43
1181,99
1231,69
1240,84
1261,41
1271,24
1289,35
1313,26
1317,118
1320,21
1334,83
1361,27
1377,113
1398,61
1399,275
1421,36
1430,37
1431,2326
1443,28
1459,61
1472,21
1504,28
1514,19
1517,20
1527,17
1711,68
1712,28
1834,23
1852,28
1856,21
1865,22
1946,46
2043,218
2102,48
2181,32
2249,91
2251,16
2280,40
2281,18
2285,74
2298,20
2329,235
2404,27
2430,42
2444,19
2446,25
2447,114
2453,17
2458,1211
2493,17
2494,28
2522,29
2538,20
2557,17
2623,19
2627,26
2635,64
2654,20
2658,20
2738,17
2743,29
2750,20
2781,29
2783,18
2804,30
2809,22
2905,20
2942,80
3012,23
3026,39
3095,46
3098,20
3121,499
3130,28
3224,32
3259,47
3332,40
3336,43
3346,40
3407,207
3436,149
3438,135
3482,131
3487,102
3560,46
3561,76
3595,55
3609,50
3610,73
3616,336
3623,385
3633,416
3673,47
3728,43
3732,38
3800,69
3839,383
3871,42
3876,66
3878,396
3890,332
3923,347
3928,81
3937,101
3969,65
3988,50
4006,44
4016,38
4064,41
4101,120
4104,70
4106,83
4114,65
4148,77
4151,42
4197,57
4206,91
4226,136
4279,223
4303,28
4313,25
4339,64
4440,43
4471,80
4476,32
4504,55
4524,38
4543,105
4572,420
4573,35
4582,64
4657,56
4680,40
4686,38
4768,84
4776,37
4780,120
4800,121
4805,71
4807,76
4827,69
4838,58
4870,39
4871,222
4879,91
4886,33
4907,129
4908,49
4912,153
4959,46
4993,79
5009,44
5018,76
5080,62
5097,119
5199,35
5206,40
5230,33
5304,34
5330,44
5336,42
5391,54
5398,42
5420,40
5479,95
5543,34
5593,75
5607,109
5649,43
5700,178
5738,102
5745,83
5781,71
5824,77
5827,36
5907,77
5941,38
5952,38
5953,103
6013,51
6053,108
6061,312
6141,137
6153,338
6167,136
6178,47
6179,28
6216,28
6226,193
6289,33
6302,99
6309,56
6327,403
6329,27
6342,21
6363,75
6403,75
6408,197
6455,341
6479,33
6483,88
6485,209
6501,30
6531,78
6577,211
6600,16
6670,33
6673,23
6721,61
6770,50
6771,21
6787,26
6795,23
6832,69
6835,126
6966,21
6993,22
7044,25
7167,133
7171,56
7187,23
7244,28
7302,108
7341,17
7355,77
7357,303
7383,21
7388,30
7394,114
7440,17
7576,33
7596,24
7605,39
7642,17
7728,18
7752,76
7767,20
7793,24
7812,29
7827,42
7847,137
7896,30
7936,24
7937,49
7979,40
8066,35
8084,146
8099,57
8100,39
8252,118
8253,52
8264,40
8267,72
8302,317
8329,83
8338,111
8378,37
8465,85
8544,64
8575,63
8618,49
8620,42
8689,301
8739,37
8763,41
8775,27
8781,41
8808,87
8837,26
8859,57
8865,71
8915,872
8953,34
8959,58
9009,36
9090,77
9206,72
9282,31
9334,27
9361,45
9362,21
9404,29
9426,39
9547,35
9614,25
9636,21
9796,93
9805,30
9864,42
9883,28
9962,28
9970,41
10008,95
10049,24
10050,28
10113,33
10174,62
10176,36
10194,38
10214,36
10252,82
10269,33
10362,231
10448,74
10470,38
10493,67
10506,36
10507,26
10511,918
10576,26
10592,23
10606,763
10624,37
10645,23
10659,71
10696,59
10710,24
10719,38
10735,69
10739,62
10740,19
10750,97
10780,6405
10793,35
10832,40
10848,1224
10866,54
10885,56
10907,20
10929,781
10949,29
11000,27
11018,27
11034,19
11061,206
11094,66
11142,19
11164,34
11243,217
11283,16
11330,69
11363,17
11387,59
11434,18
11459,19
11461,21
11469,48
11510,209
11523,22
11528,44
11529,30
11546,29
11572,39
11632,21
11662,37
11719,22
11737,34
11741,47
11756,16
11772,16
11793,33
11811,168
11834,30
11836,30
11868,40
11874,19
11927,21
11956,83
12015,17
12016,17
12034,22
12035,2615
12084,32
12116,15
12229,32
12233,20
12301,35
12447,23
12473,169
12487,38
12490,40
12583,132
12616,18
12642,17
12643,5599
12659,1202
12686,600
12692,162
12724,16
12768,17
12785,105
12797,17
12802,19
12833,19
12846,37
12857,113
12912,61
12937,112
12996,24
13054,39
13085,17
13128,38
13198,536
13214,57
13215,299
13262,39
13453,24
13510,262
13548,51
13559,27
13568,22
13593,99
13601,51
13614,30
13616,38
13708,16
13714,32
13722,16
13743,38
13919,53
13937,16
14006,17
14084,21
14085,38
14104,16
14136,904
14148,72
14231,29
14232,24
14290,21
14313,23
14334,23
14370,33
14444,90
14445,26
14448,73
14560,141
14568,87
14593,290
14599,154
14605,36
14607,38
14608,193
14627,67
14688,105
14786,28
14843,21
14950,22
14964,22
15000,27
15055,70
15065,25
15158,28
15168,26
15205,26
15214,34
15218,87
15221,117
15226,164
15239,37
15263,177
15276,52
15277,37
15283,46
15326,87
15362,21
15369,27
15397,22
15398,26
15486,222
15500,32
15553,86
15612,29
15619,31
15659,27
15667,57
15765,37
15783,116
15814,78
15994,66
16014,78
16049,108
16057,300
16076,36
16082,50
16130,283
16193,27
16196,33
16280,28
16360,22
16361,91
16375,21
16435,188
16440,30
16469,58
16513,31
16545,19
16582,33
16613,35
16614,29
16626,17
16643,16
16662,646
16752,33
16813,45
16828,16
17051,41
17124,182
17125,22
17163,51
17202,21
17218,125
17363,18
17434,35
17463,24
17539,330
17578,87
17717,15
17729,224
17754,25
17764,68
17800,19
17856,21
17896,18
17954,41
17966,15
17979,29
18000,50
18015,16
18071,55
18106,24
18112,92
18134,27
18137,16
18167,67
18176,14
18177,51
18178,14
18181,17
18200,45
18213,26
18228,15
18241,114
18246,22
18250,28
18291,20
18307,20
18315,16
18341,240
18365,29
18377,158
18380,33
18423,16
18462,42
18544,20
18579,32
18621,20
18647,39
18696,25
18698,17
18707,92
18712,69
18721,56
18739,19
18745,11762
18766,22
18778,30
18779,26
18794,45
18808,41
18813,27
18843,65
18869,28
18896,99
18942,58
18982,23
19025,53
19026,22
19032,81
19127,21
19142,122
19300,129
19314,53
19392,52
19394,108
19406,74
19413,39
19465,26
19472,48
19479,24
19481,39
19487,21
19491,174
19492,52
19493,78
19507,35
19512,23
19521,42
19529,33
19603,33
19631,23
19644,48
19667,33
19668,32
19672,62
19684,26
19739,63
19740,17
19780,781
19793,96
19886,27
19899,329
19939,24
19967,383
19969,20
20008,23
20083,16
20111,19
20232,39
20325,32
20399,22
20423,17
20430,29
20476,38
20477,37
20483,17
20507,49
20566,133
20580,22
20622,17
20652,24
20655,16
20671,117
20684,21
20688,91
20719,44
20727,48
20740,59
20791,93
20845,105
20864,52
20946,146
20976,22
21049,76
21085,27
21097,104
21103,33
21121,377
21172,25
21191,23
