checkpoint,arrival_rate,bp_parameter,rmlf_ratio,fcfs_ratio
4,20,"{'L': 16.772, 'H': 64}",2.843601895734597,97.1563981042654
4,20,"{'L': 7.918, 'H': 512}",9.230612512187667,90.76938748781234
4,20,"{'L': 5.649, 'H': 4096}",90.71750909117462,9.282490908825377
4,20,"{'L': 4.639, 'H': 32768}",96.3126290110715,3.6873709889285045
4,20,"{'L': 4.073, 'H': 262144}",92.51523475734899,7.484765242651005
4,22,"{'L': 16.772, 'H': 64}",2.80303437886695,97.19696562113305
4,22,"{'L': 7.918, 'H': 512}",7.5311184740754005,92.4688815259246
4,22,"{'L': 5.649, 'H': 4096}",87.92865913923748,12.071340860762527
4,22,"{'L': 4.639, 'H': 32768}",96.61490112167968,3.3850988783203224
4,22,"{'L': 4.073, 'H': 262144}",89.50348363556296,10.496516364437035
4,24,"{'L': 16.772, 'H': 64}",2.6822920178549756,97.31770798214502
4,24,"{'L': 7.918, 'H': 512}",5.638466907233335,94.36153309276666
4,24,"{'L': 5.649, 'H': 4096}",89.62740627435136,10.372593725648647
4,24,"{'L': 4.639, 'H': 32768}",94.10631517960603,5.8936848203939745
4,24,"{'L': 4.073, 'H': 262144}",97.43103475752602,2.568965242473984
4,26,"{'L': 16.772, 'H': 64}",2.405344607962707,97.59465539203728
4,26,"{'L': 7.918, 'H': 512}",6.149568271623005,93.85043172837699
4,26,"{'L': 5.649, 'H': 4096}",88.14112324357245,11.858876756427545
4,26,"{'L': 4.639, 'H': 32768}",96.73005986575558,3.2699401342444214
4,26,"{'L': 4.073, 'H': 262144}",93.28035562050907,6.719644379490927
4,28,"{'L': 16.772, 'H': 64}",1.9156103302263288,98.08438966977367
4,28,"{'L': 7.918, 'H': 512}",8.850711572262856,91.14928842773715
4,28,"{'L': 5.649, 'H': 4096}",90.1489287346434,9.851071265356595
4,28,"{'L': 4.639, 'H': 32768}",75.22230508863518,24.777694911364808
4,28,"{'L': 4.073, 'H': 262144}",98.1518072552209,1.8481927447791011
4,30,"{'L': 16.772, 'H': 64}",0.4089632194420853,99.59103678055791
4,30,"{'L': 7.918, 'H': 512}",1.2555440914389848,98.74445590856101
4,30,"{'L': 5.649, 'H': 4096}",98.62310446503791,1.3768955349620893
4,30,"{'L': 4.639, 'H': 32768}",97.7903735863215,2.2096264136785124
4,30,"{'L': 4.073, 'H': 262144}",97.60834286626407,2.3916571337359334
4,32,"{'L': 16.772, 'H': 64}",0.22086199280620938,99.7791380071938
4,32,"{'L': 7.918, 'H': 512}",3.50753032616928,96.49246967383071
4,32,"{'L': 5.649, 'H': 4096}",93.89628732849071,6.103712671509282
4,32,"{'L': 4.639, 'H': 32768}",98.91233685052758,1.087663149472421
4,32,"{'L': 4.073, 'H': 262144}",97.80850386624478,2.1914961337552192
4,34,"{'L': 16.772, 'H': 64}",0.1617410953202117,99.83825890467979
4,34,"{'L': 7.918, 'H': 512}",98.40502829597949,1.5949717040205103
4,34,"{'L': 5.649, 'H': 4096}",90.58957181673381,9.410428183266186
4,34,"{'L': 4.639, 'H': 32768}",94.63765790137325,5.362342098626746
4,34,"{'L': 4.073, 'H': 262144}",92.21508638054839,7.784913619451619
4,36,"{'L': 16.772, 'H': 64}",0.18409631026364823,99.81590368973634
4,36,"{'L': 7.918, 'H': 512}",9.26863385066276,90.73136614933725
4,36,"{'L': 5.649, 'H': 4096}",98.51849370890132,1.4815062910986814
4,36,"{'L': 4.639, 'H': 32768}",93.35165077683615,6.648349223163843
4,36,"{'L': 4.073, 'H': 262144}",90.87643371850082,9.123566281499167
4,38,"{'L': 16.772, 'H': 64}",0.11030291678373344,99.88969708321626
4,38,"{'L': 7.918, 'H': 512}",84.43555047328633,15.564449526713679
4,38,"{'L': 5.649, 'H': 4096}",95.72986229814522,4.2701377018547815
4,38,"{'L': 4.639, 'H': 32768}",91.10772357723577,8.892276422764228
4,38,"{'L': 4.073, 'H': 262144}",63.260788878766405,36.739211121233595
4,40,"{'L': 16.772, 'H': 64}",0.12734382833650856,99.8726561716635
4,40,"{'L': 7.918, 'H': 512}",75.3832152243049,24.616784775695105
4,40,"{'L': 5.649, 'H': 4096}",97.49170771918118,2.508292280818826
4,40,"{'L': 4.639, 'H': 32768}",96.88482369427717,3.1151763057228345
4,40,"{'L': 4.073, 'H': 262144}",96.37933435454671,3.6206656454532795
4,20,"{'L': 16.772, 'H': 64}",9.734273318872019,90.26572668112797
4,20,"{'L': 7.918, 'H': 512}",14.588394062078272,85.41160593792173
4,20,"{'L': 5.649, 'H': 4096}",71.93144974525242,28.06855025474757
4,20,"{'L': 4.639, 'H': 32768}",81.57407407407408,18.425925925925927
4,20,"{'L': 4.073, 'H': 262144}",90.58453570107288,9.415464298927118
4,20,"{'L': 56.3, 'H': 64}",9.97945795507256,90.02054204492744
4,20,"{'L': 18.9, 'H': 512}",16.3308229866341,83.6691770133659
4,20,"{'L': 12.4, 'H': 4096}",75.96072762317793,24.03927237682207
4,20,"{'L': 9.8, 'H': 32768}",81.33836003770028,18.661639962299716
4,20,"{'L': 8.5, 'H': 262144}",65.97633136094674,34.023668639053255
4,20,"{'L': 32.3, 'H': 512}",15.751268147629876,84.24873185237013
4,20,"{'L': 19.7, 'H': 4096}",64.61836685243519,35.38163314756482
4,20,"{'L': 15.3, 'H': 32768}",80.24058894960534,19.759411050394657
4,20,"{'L': 13.0, 'H': 262144}",94.57001589263642,5.429984107363588
4,22,"{'L': 16.772, 'H': 64}",9.394600490864468,90.60539950913554
4,22,"{'L': 7.918, 'H': 512}",18.424923118063912,81.5750768819361
4,22,"{'L': 5.649, 'H': 4096}",83.48807313240965,16.511926867590343
4,22,"{'L': 4.639, 'H': 32768}",87.86633072536799,12.13366927463201
4,22,"{'L': 4.073, 'H': 262144}",88.43923348461927,11.560766515380736
4,22,"{'L': 56.3, 'H': 64}",10.154335298403657,89.84566470159633
4,22,"{'L': 18.9, 'H': 512}",15.788048995059889,84.2119510049401
4,22,"{'L': 12.4, 'H': 4096}",69.4429906542056,30.557009345794395
4,22,"{'L': 9.8, 'H': 32768}",91.04657767679637,8.953422323203636
4,22,"{'L': 8.5, 'H': 262144}",80.594861931584,19.40513806841599
4,22,"{'L': 32.3, 'H': 512}",15.726307076838184,84.27369292316182
4,22,"{'L': 19.7, 'H': 4096}",77.43948722273763,22.560512777262375
4,22,"{'L': 15.3, 'H': 32768}",75.75527626274604,24.244723737253974
4,22,"{'L': 13.0, 'H': 262144}",79.9765558397272,20.023444160272806
4,24,"{'L': 16.772, 'H': 64}",7.60461559849854,92.39538440150146
4,24,"{'L': 7.918, 'H': 512}",8.88988495443,91.11011504557
4,24,"{'L': 5.649, 'H': 4096}",69.03831118060985,30.961688819390147
4,24,"{'L': 4.639, 'H': 32768}",75.47419497132775,24.525805028672252
4,24,"{'L': 4.073, 'H': 262144}",71.62321278385197,28.376787216148024
4,24,"{'L': 56.3, 'H': 64}",10.100338892949697,89.89966110705029
