checkpoint,arrival_rate,bp_parameter,rmlf_ratio,fcfs_ratio
64,20,"{'L': 16.772, 'H': 64}",15.217391304347828,84.78260869565217
64,20,"{'L': 7.918, 'H': 512}",74.28571428571429,25.71428571428571
64,20,"{'L': 5.649, 'H': 4096}",67.56756756756756,32.432432432432435
64,20,"{'L': 4.639, 'H': 32768}",85.71428571428571,14.285714285714285
64,20,"{'L': 4.073, 'H': 262144}",90.0,10.0
64,20,"{'L': 56.3, 'H': 64}",17.02127659574468,82.97872340425532
64,20,"{'L': 18.9, 'H': 512}",59.813084112149525,40.18691588785047
64,20,"{'L': 12.4, 'H': 4096}",77.14285714285715,22.857142857142858
64,20,"{'L': 9.8, 'H': 32768}",91.97080291970804,8.02919708029197
64,20,"{'L': 8.5, 'H': 262144}",61.42857142857143,38.57142857142858
64,20,"{'L': 32.3, 'H': 512}",17.73049645390071,82.26950354609929
64,20,"{'L': 19.7, 'H': 4096}",74.28571428571429,25.71428571428571
64,20,"{'L': 15.3, 'H': 32768}",96.22047244094489,3.779527559055118
64,20,"{'L': 13.0, 'H': 262144}",39.436619718309856,60.56338028169014
64,22,"{'L': 16.772, 'H': 64}",14.893617021276595,85.1063829787234
64,22,"{'L': 7.918, 'H': 512}",79.16666666666666,20.833333333333336
64,22,"{'L': 5.649, 'H': 4096}",83.87096774193549,16.129032258064516
64,22,"{'L': 4.639, 'H': 32768}",5.405405405405405,94.5945945945946
64,22,"{'L': 4.073, 'H': 262144}",70.45454545454545,29.545454545454547
64,22,"{'L': 56.3, 'H': 64}",15.789473684210526,84.21052631578947
64,22,"{'L': 18.9, 'H': 512}",56.52173913043478,43.47826086956522
64,22,"{'L': 12.4, 'H': 4096}",59.67741935483871,40.32258064516129
64,22,"{'L': 9.8, 'H': 32768}",82.2429906542056,17.75700934579439
64,22,"{'L': 8.5, 'H': 262144}",49.36708860759494,50.63291139240506
64,22,"{'L': 32.3, 'H': 512}",20.382165605095544,79.61783439490446
64,22,"{'L': 19.7, 'H': 4096}",20.0,80.0
64,22,"{'L': 15.3, 'H': 32768}",68.51851851851852,31.48148148148148
64,22,"{'L': 13.0, 'H': 262144}",45.614035087719294,54.385964912280706
64,24,"{'L': 16.772, 'H': 64}",17.02127659574468,82.97872340425532
64,24,"{'L': 7.918, 'H': 512}",76.0,24.0
64,24,"{'L': 5.649, 'H': 4096}",55.55555555555556,44.44444444444444
64,24,"{'L': 4.639, 'H': 32768}",91.11111111111111,8.88888888888889
64,24,"{'L': 4.073, 'H': 262144}",95.23809523809523,4.761904761904762
64,24,"{'L': 56.3, 'H': 64}",17.02127659574468,82.97872340425532
64,24,"{'L': 18.9, 'H': 512}",61.29032258064516,38.70967741935484
64,24,"{'L': 12.4, 'H': 4096}",75.24752475247524,24.752475247524753
64,24,"{'L': 9.8, 'H': 32768}",70.1492537313433,29.850746268656714
64,24,"{'L': 8.5, 'H': 262144}",72.54901960784314,27.450980392156865
64,24,"{'L': 32.3, 'H': 512}",17.93103448275862,82.06896551724138
64,24,"{'L': 19.7, 'H': 4096}",69.82758620689656,30.17241379310345
64,24,"{'L': 15.3, 'H': 32768}",83.63636363636363,16.363636363636363
64,24,"{'L': 13.0, 'H': 262144}",83.87096774193549,16.129032258064516
64,26,"{'L': 16.772, 'H': 64}",18.0,82.0
64,26,"{'L': 7.918, 'H': 512}",65.11627906976744,34.883720930232556
64,26,"{'L': 5.649, 'H': 4096}",81.08108108108108,18.91891891891892
64,26,"{'L': 4.639, 'H': 32768}",56.25,43.75
64,26,"{'L': 4.073, 'H': 262144}",64.1025641025641,35.8974358974359
64,26,"{'L': 56.3, 'H': 64}",15.957446808510639,84.04255319148936
64,26,"{'L': 18.9, 'H': 512}",64.70588235294117,35.294117647058826
64,26,"{'L': 12.4, 'H': 4096}",54.12844036697248,45.87155963302752
64,26,"{'L': 9.8, 'H': 32768}",76.40449438202246,23.595505617977526
64,26,"{'L': 8.5, 'H': 262144}",76.92307692307693,23.076923076923077
64,26,"{'L': 32.3, 'H': 512}",20.56737588652482,79.43262411347519
64,26,"{'L': 19.7, 'H': 4096}",53.535353535353536,46.464646464646464
64,26,"{'L': 15.3, 'H': 32768}",62.16216216216216,37.83783783783784
64,26,"{'L': 13.0, 'H': 262144}",80.41237113402062,19.587628865979383
64,28,"{'L': 16.772, 'H': 64}",14.583333333333334,85.41666666666666
64,28,"{'L': 7.918, 'H': 512}",69.81132075471697,30.18867924528302
64,28,"{'L': 5.649, 'H': 4096}",72.5,27.500000000000004
64,28,"{'L': 4.639, 'H': 32768}",34.69387755102041,65.3061224489796
64,28,"{'L': 4.073, 'H': 262144}",51.42857142857142,48.57142857142857
64,28,"{'L': 56.3, 'H': 64}",17.02127659574468,82.97872340425532
64,28,"{'L': 18.9, 'H': 512}",43.15789473684211,56.84210526315789
64,28,"{'L': 12.4, 'H': 4096}",76.52173913043478,23.47826086956522
64,28,"{'L': 9.8, 'H': 32768}",72.46376811594203,27.536231884057973
64,28,"{'L': 8.5, 'H': 262144}",65.13761467889908,34.862385321100916
64,28,"{'L': 32.3, 'H': 512}",20.610687022900763,79.38931297709924
64,28,"{'L': 19.7, 'H': 4096}",66.66666666666666,33.33333333333333
64,28,"{'L': 15.3, 'H': 32768}",46.06741573033708,53.93258426966292
64,28,"{'L': 13.0, 'H': 262144}",79.0909090909091,20.909090909090907
64,30,"{'L': 16.772, 'H': 64}",13.461538461538462,86.53846153846155
64,30,"{'L': 7.918, 'H': 512}",68.75,31.25
64,30,"{'L': 5.649, 'H': 4096}",44.0,56.00000000000001
64,30,"{'L': 4.639, 'H': 32768}",81.81818181818183,18.181818181818183
64,30,"{'L': 4.073, 'H': 262144}",65.38461538461539,34.61538461538461
64,30,"{'L': 56.3, 'H': 64}",17.02127659574468,82.97872340425532
64,30,"{'L': 18.9, 'H': 512}",24.0,76.0
64,30,"{'L': 12.4, 'H': 4096}",85.0574712643678,14.942528735632186
64,30,"{'L': 9.8, 'H': 32768}",77.33333333333333,22.666666666666664
64,30,"{'L': 8.5, 'H': 262144}",68.11594202898551,31.88405797101449
64,30,"{'L': 32.3, 'H': 512}",20.689655172413794,79.3103448275862
64,30,"{'L': 19.7, 'H': 4096}",81.54761904761905,18.452380952380953
64,30,"{'L': 15.3, 'H': 32768}",92.07920792079209,7.920792079207921
64,30,"{'L': 13.0, 'H': 262144}",51.05263157894737,48.94736842105264
64,32,"{'L': 16.772, 'H': 64}",16.0,84.0
64,32,"{'L': 7.918, 'H': 512}",37.254901960784316,62.745098039215684
64,32,"{'L': 5.649, 'H': 4096}",49.504950495049506,50.495049504950494
64,32,"{'L': 4.639, 'H': 32768}",92.85714285714286,7.142857142857142
64,32,"{'L': 4.073, 'H': 262144}",91.48936170212765,8.51063829787234
64,32,"{'L': 56.3, 'H': 64}",17.20430107526882,82.79569892473118
64,32,"{'L': 18.9, 'H': 512}",25.842696629213485,74.15730337078652
64,32,"{'L': 12.4, 'H': 4096}",71.5909090909091,28.40909090909091
64,32,"{'L': 9.8, 'H': 32768}",66.3157894736842,33.68421052631579
64,32,"{'L': 8.5, 'H': 262144}",53.84615384615385,46.15384615384615
64,32,"{'L': 32.3, 'H': 512}",24.647887323943664,75.35211267605634
64,32,"{'L': 19.7, 'H': 4096}",72.05882352941177,27.941176470588236
64,32,"{'L': 15.3, 'H': 32768}",21.333333333333336,78.66666666666666
64,32,"{'L': 13.0, 'H': 262144}",50.4,49.6
64,34,"{'L': 16.772, 'H': 64}",20.37037037037037,79.62962962962963
64,34,"{'L': 7.918, 'H': 512}",42.857142857142854,57.14285714285714
64,34,"{'L': 5.649, 'H': 4096}",33.33333333333333,66.66666666666666
64,34,"{'L': 4.639, 'H': 32768}",68.05555555555556,31.944444444444443
64,34,"{'L': 4.073, 'H': 262144}",95.0,5.0
64,34,"{'L': 56.3, 'H': 64}",17.02127659574468,82.97872340425532
64,34,"{'L': 18.9, 'H': 512}",55.88235294117647,44.11764705882353
64,34,"{'L': 12.4, 'H': 4096}",65.9090909090909,34.090909090909086
64,34,"{'L': 9.8, 'H': 32768}",77.94117647058823,22.058823529411764
64,34,"{'L': 8.5, 'H': 262144}",49.25373134328358,50.74626865671642
64,34,"{'L': 32.3, 'H': 512}",23.684210526315788,76.31578947368422
64,34,"{'L': 19.7, 'H': 4096}",21.50537634408602,78.49462365591397
64,34,"{'L': 15.3, 'H': 32768}",81.59509202453987,18.404907975460123
64,34,"{'L': 13.0, 'H': 262144}",79.48717948717949,20.51282051282051
64,36,"{'L': 16.772, 'H': 64}",6.349206349206349,93.65079365079364
64,36,"{'L': 7.918, 'H': 512}",9.67741935483871,90.32258064516128
64,36,"{'L': 5.649, 'H': 4096}",81.81818181818183,18.181818181818183
64,36,"{'L': 4.639, 'H': 32768}",14.285714285714285,85.71428571428571
64,36,"{'L': 4.073, 'H': 262144}",57.71812080536913,42.281879194630875
64,36,"{'L': 56.3, 'H': 64}",15.957446808510639,84.04255319148936
64,36,"{'L': 18.9, 'H': 512}",22.5,77.5
64,36,"{'L': 12.4, 'H': 4096}",81.57894736842105,18.421052631578945
64,36,"{'L': 9.8, 'H': 32768}",58.333333333333336,41.66666666666667
64,36,"{'L': 8.5, 'H': 262144}",80.34188034188034,19.65811965811966
64,36,"{'L': 32.3, 'H': 512}",20.97902097902098,79.02097902097903
64,36,"{'L': 19.7, 'H': 4096}",53.191489361702125,46.808510638297875
64,36,"{'L': 15.3, 'H': 32768}",81.37931034482759,18.620689655172416
64,36,"{'L': 13.0, 'H': 262144}",79.01234567901234,20.98765432098765
64,38,"{'L': 16.772, 'H': 64}",8.620689655172415,91.37931034482759
64,38,"{'L': 7.918, 'H': 512}",61.111111111111114,38.88888888888889
64,38,"{'L': 5.649, 'H': 4096}",76.31578947368422,23.684210526315788
64,38,"{'L': 4.639, 'H': 32768}",52.38095238095239,47.61904761904761
64,38,"{'L': 4.073, 'H': 262144}",46.2962962962963,53.70370370370371
64,38,"{'L': 56.3, 'H': 64}",17.894736842105264,82.10526315789474
64,38,"{'L': 18.9, 'H': 512}",54.12844036697248,45.87155963302752
64,38,"{'L': 12.4, 'H': 4096}",79.24528301886792,20.754716981132077
64,38,"{'L': 9.8, 'H': 32768}",48.05194805194805,51.94805194805194
64,38,"{'L': 8.5, 'H': 262144}",88.42975206611571,11.570247933884298
64,38,"{'L': 32.3, 'H': 512}",23.026315789473685,76.97368421052632
64,38,"{'L': 19.7, 'H': 4096}",31.313131313131315,68.68686868686868
64,38,"{'L': 15.3, 'H': 32768}",51.546391752577314,48.45360824742268
64,38,"{'L': 13.0, 'H': 262144}",75.05827505827506,24.941724941724942
64,40,"{'L': 16.772, 'H': 64}",13.461538461538462,86.53846153846155
64,40,"{'L': 7.918, 'H': 512}",47.45762711864407,52.54237288135594
64,40,"{'L': 5.649, 'H': 4096}",69.84126984126983,30.158730158730158
64,40,"{'L': 4.639, 'H': 32768}",78.57142857142857,21.428571428571427
64,40,"{'L': 4.073, 'H': 262144}",63.63636363636363,36.36363636363637
64,40,"{'L': 56.3, 'H': 64}",19.148936170212767,80.85106382978722
64,40,"{'L': 18.9, 'H': 512}",24.242424242424242,75.75757575757575
