checkpoint,arrival_rate,bp_parameter,rmlf_ratio,fcfs_ratio
30,20,"{'L': 16.772, 'H': 64}",1.3570994531091758,98.64290054689081
30,20,"{'L': 7.918, 'H': 512}",5.468238375900459,94.53176162409954
30,20,"{'L': 5.649, 'H': 4096}",97.43674005915214,2.5632599408478476
30,20,"{'L': 4.639, 'H': 32768}",97.20518749371669,2.7948125062833014
30,20,"{'L': 4.073, 'H': 262144}",77.07519242155121,22.924807578448785
30,22,"{'L': 16.772, 'H': 64}",1.3618480782810451,98.63815192171896
30,22,"{'L': 7.918, 'H': 512}",7.198029777230494,92.8019702227695
30,22,"{'L': 5.649, 'H': 4096}",96.9673143884084,3.0326856115915986
30,22,"{'L': 4.639, 'H': 32768}",97.27933801404212,2.720661985957874
30,22,"{'L': 4.073, 'H': 262144}",97.51091187920254,2.489088120797452
30,24,"{'L': 16.772, 'H': 64}",1.375543643167796,98.6244563568322
30,24,"{'L': 7.918, 'H': 512}",8.509690354199154,91.49030964580085
30,24,"{'L': 5.649, 'H': 4096}",98.2465634808962,1.753436519103799
30,24,"{'L': 4.639, 'H': 32768}",85.75774035850081,14.242259641499185
30,24,"{'L': 4.073, 'H': 262144}",98.67320105187665,1.3267989481233564
30,26,"{'L': 16.772, 'H': 64}",1.2806179489785547,98.71938205102144
30,26,"{'L': 7.918, 'H': 512}",7.0801317233809,92.9198682766191
30,26,"{'L': 5.649, 'H': 4096}",96.32368936262779,3.6763106373721994
30,26,"{'L': 4.639, 'H': 32768}",98.91144120648599,1.088558793514004
30,26,"{'L': 4.073, 'H': 262144}",97.38524777346426,2.614752226535739
30,28,"{'L': 16.772, 'H': 64}",1.1161846778285134,98.88381532217149
30,28,"{'L': 7.918, 'H': 512}",9.483308526472465,90.51669147352753
30,28,"{'L': 5.649, 'H': 4096}",93.56789998991833,6.432100010081661
30,28,"{'L': 4.639, 'H': 32768}",98.10671256454388,1.8932874354561102
30,28,"{'L': 4.073, 'H': 262144}",99.00925243592893,0.9907475640710718
30,30,"{'L': 16.772, 'H': 64}",0.382203057624461,99.61779694237553
30,30,"{'L': 7.918, 'H': 512}",5.21608040201005,94.78391959798995
30,30,"{'L': 5.649, 'H': 4096}",97.29489584361734,2.7051041563826637
30,30,"{'L': 4.639, 'H': 32768}",98.61306532663316,1.3869346733668342
30,30,"{'L': 4.073, 'H': 262144}",98.5832585054375,1.4167414945625063
30,32,"{'L': 16.772, 'H': 64}",0.2555850056796668,99.74441499432032
30,32,"{'L': 7.918, 'H': 512}",3.3339541814118085,96.66604581858819
30,32,"{'L': 5.649, 'H': 4096}",99.40408626560726,0.5959137343927355
30,32,"{'L': 4.639, 'H': 32768}",86.06657290201593,13.93342709798406
30,32,"{'L': 4.073, 'H': 262144}",96.2016429123078,3.7983570876921995
30,34,"{'L': 16.772, 'H': 64}",0.19623583980019627,99.8037641601998
30,34,"{'L': 7.918, 'H': 512}",99.08728400531679,0.9127159946832077
30,34,"{'L': 5.649, 'H': 4096}",98.59451862262824,1.4054813773717498
30,34,"{'L': 4.639, 'H': 32768}",97.87636488694007,2.123635113059926
30,34,"{'L': 4.073, 'H': 262144}",97.52932811944544,2.470671880554568
30,36,"{'L': 16.772, 'H': 64}",0.16736401673640167,99.8326359832636
